user,following,following_in_degree,user_entity,user_parent_entity,following_entity,following_parent_entity
PhoenixTV_News,Hongchencuxian,48,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,Ministry of Foreign Affairs,Ministry of Foreign Affairs
iloveguizhou,Hongchencuxian,48,China Daily Press,Guizhou Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CGMeifangZhang,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CHNembinSudan,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
YXiusheng,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
YoloOliver1,Hongchencuxian,48,Xinhua News Agency,State Council,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ShaoxingCity,Hongchencuxian,48,China Daily Press,Shaoxing Municipal People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
promisingzhuang,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Zhang_Xi77,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
IXiangshan,Hongchencuxian,48,Zhejiang Media Group (ZMG),Zhejiang Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
JilinChina,Hongchencuxian,48,China Daily Press,Jilin Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
YidingYang_MFA,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
in_embassy,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
JingFeng22,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Zhou_Li_CHN,Hongchencuxian,48,Information Department of Foreign Ministry,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
VisitShandong,Hongchencuxian,48,Shandong Provincial Department of Culture and Tourism,Shandong Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
DiscoverGuangxi,Hongchencuxian,48,Department of Culture and Tourism of Guangxi Zhuang Autonomous Region,People's Government of Guangxi Zhuang Autonomous Region,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ZhengguanNews,Hongchencuxian,48,Zhengzhou Media Group,Zhengzhou Municipal Party Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CGTNSportsScene,Hongchencuxian,48,China Media Group (CMG),Central Publicity Department,Ministry of Foreign Affairs,Ministry of Foreign Affairs
HU_Bin_CHN,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
dupingCHN,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
HeRulong,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
gabriekestabem,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
HunanTimes,Hongchencuxian,48,Hunan Rednet New Media Group,Hunan Provincial Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ZhaLiyou,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChenPingMFA,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
qianwen_gu,Hongchencuxian,48,China Daily Press,Central Publicity Department,Ministry of Foreign Affairs,Ministry of Foreign Affairs
xuejianosaka,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Where_Zhengzhou,Hongchencuxian,48,Zhengzhou Media Group,Zhengzhou Municipal Party Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
libijian2,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CGHuangPingNY,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Spacewenchang,Hongchencuxian,48,unknown,unknown,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Amb_LuKang,Hongchencuxian,48,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
zhu_jingyang,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CHN_EGY,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChineseEmb_FJ,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Lin_Nan1,ChinaConSydney,127,Chengdu Municipal People's Government,Chengdu Municipal Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
MiaoXiaojuan,ChinaConSydney,127,Xinhua News Agency,State Council,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CGChinaInZurich,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Amb_Yiming,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
DiscoverJilin,ChinaConSydney,127,Department of Culture and Tourism of Jilin Province,Jilin Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
MFA_China,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
China_Amb_Mdv,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinainVan,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
EmbChinaGE,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
EmbChinaMex,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CDchinawatch,ChinaConSydney,127,China Daily Press,Central Publicity Department,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Chinaemb_Hellas,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Chinacultureorg,ChinaConSydney,127,China Daily Press,Ministry of Culture and Tourism,Ministry of Foreign Affairs,Ministry of Foreign Affairs
JianhuaLi4,ChinaConSydney,127,China Media Group (CMG),Central Publicity Department,Ministry of Foreign Affairs,Ministry of Foreign Affairs
YayingRUAN,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbEritrea,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ShaanxiMoments,ChinaConSydney,127,"Beijing Jiandanshiji Culture Media Co., Ltd",unknown,Ministry of Foreign Affairs,Ministry of Foreign Affairs
WenwenWang1127,ChinaConSydney,127,People's Daily Press,Central Committee of the Chinese Communist Party,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CCGJeddah,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
xinranz98,ChinaConSydney,127,China Daily Press,Central Publicity Department,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEUMission,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
AmbZhengZeguang,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
QiushiJournal,ChinaConSydney,127,Qiushi Magazine Press,Central Committee of the Chinese Communist Party,Ministry of Foreign Affairs,Ministry of Foreign Affairs
huang_jiyuan,ChinaConSydney,127,People's Daily Press,Central Committee of the Chinese Communist Party,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaMissionGva,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
PhoenixTV_News,ChinaConSydney,127,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,Ministry of Foreign Affairs,Ministry of Foreign Affairs
EmbZhangRun,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
AmbChineCmr,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaCG_Muc,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
cidcaofficial,ChinaConSydney,127,China International Development Cooperation Agency (CIDCA),State Council,Ministry of Foreign Affairs,Ministry of Foreign Affairs
consulat_de,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChineseCGMumbai,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
iloveguizhou,ChinaConSydney,127,China Daily Press,Guizhou Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CNContentCenter,ChinaConSydney,127,"Shanghai Guanchazhe Information Technology Co.,Ltd",Shanghai Academy of Social Sciences (SASS),Ministry of Foreign Affairs,Ministry of Foreign Affairs
YXiusheng,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
PDOAUS,ChinaConSydney,127,People's Daily Press,Central Committee of the Chinese Communist Party,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ShaoxingCity,ChinaConSydney,127,China Daily Press,Shaoxing Municipal People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
wulei2020,ChinaConSydney,127,China Media Group (CMG),Central Publicity Department,Ministry of Foreign Affairs,Ministry of Foreign Affairs
promisingzhuang,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ShanghaiEye,ChinaConSydney,127,Shanghai Media Group (SMG),Shanghai Municipal Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CHINA_DIPLOMAT,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
WuPeng_MFAChina,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
IXiangshan,ChinaConSydney,127,Zhejiang Media Group (ZMG),Zhejiang Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbSL,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChnConsul_osaka,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
china_emb_ng,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
InsightNingbo,ChinaConSydney,127,China Daily Press,Ningbo Municipal People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbAntigua,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
JilinChina,ChinaConSydney,127,China Daily Press,Jilin Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaAmbSA,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
jtao98,ChinaConSydney,127,China Daily Press,Central Publicity Department,Ministry of Foreign Affairs,Ministry of Foreign Affairs
embajadorcn_uy,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ZhongBai2020,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbGrenada,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
AmbassadeChine,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
realGuancha,ChinaConSydney,127,"Shanghai Guanchazhe Information Technology Co.,Ltd",Shanghai Academy of Social Sciences (SASS),Ministry of Foreign Affairs,Ministry of Foreign Affairs
Ambassador_Liu,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
china_embajada,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Zhou_Li_CHN,ChinaConSydney,127,Information Department of Foreign Ministry,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
VisitShandong,ChinaConSydney,127,Shandong Provincial Department of Culture and Tourism,Shandong Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
China2ASEAN,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
AmbLiuQuan,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChineseEmbinUS,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChineseEmb_PNG,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
chinaembaustria,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChnConsulateJhb,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
qingqingparis,ChinaConSydney,127,People's Daily Press,Central Committee of the Chinese Communist Party,Ministry of Foreign Affairs,Ministry of Foreign Affairs
Chenjuan,ChinaConSydney,127,Shanghai Media Group (SMG),Shanghai Municipal Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbOttawa,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChineseLiberia,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
WuxiCity,ChinaConSydney,127,China Daily Press,Wuxi Municipal People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CGTNSportsScene,ChinaConSydney,127,China Media Group (CMG),Central Publicity Department,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaCG_Ffm,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbGermany,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
FuzhouCity,ChinaConSydney,127,Fuzhou Culture and Tourism Bureau,Fuzhou Municipal People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaCGCalgary,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
cjxwh_hbtv,ChinaConSydney,127,Hubei Radio & Television Station (HBTV),Hubei Provincial People's Government,Ministry of Foreign Affairs,Ministry of Foreign Affairs
SuzhouWuzhong,ChinaConSydney,127,Suzhou Wuzhong District People's Government,Suzhou Municipal Committee,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaEmbSVK,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaCG_CC,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
CCTV_Plus,ChinaConSydney,127,China Media Group (CMG),Central Publicity Department,Ministry of Foreign Affairs,Ministry of Foreign Affairs
DrZhaoyongchen,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
China__Focus,ChinaConSydney,127,China International Communications Group (CICG),Central Publicity Department,Ministry of Foreign Affairs,Ministry of Foreign Affairs
AmbJiaGuide,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
ChinaIraq,ChinaConSydney,127,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Ministry of Foreign Affairs
